customer_name,building_id,address,layout_id
Lempert & Zilch,567,Sandstraße 3,heat-pump:1--right-down-pipes:1--heat-pump:2--buffer-tank:1--heating-circuit:1
Lempert & Zilch,568,Schildensteinweg 5,
Lempert & Zilch,1447,Auweg 20,gas:1--solar-thermal:1--buffer-tank:1--heating-circuit:1--warm-water:1
WSL,327,Beckerstraße 52,district-heating:1--heating-circuit:1
WSL,459,Beckerstr. 24,district-heating:1--heating-circuit:1--heating-circuit:2
WSL,460,Beckerstr. 28,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,461,Beckerstr. 38,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,462,Beckerstr. 46,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,555,Leidholdstr. 16,gas:1--heat-exchanger:1--heating-circuit:1--warm-water:1
WSL,556,Morgensternstr. 20,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,557,Haydnstr. 4,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,558,An der Bahn 3,gas:1--global-separation-circuit:1--heating-circuit:1--warm-water:1
WSL,1455,Robert-Schumann-Str. 1,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
WSL,1456,Telemannstr. 1,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
Bauverein Bergisches Heim,598,Am Junkernkamp 15 (versorgt Am Junkernkamp 15+17),gas:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
Bauverein Bergisches Heim,599,Am Kühnsbusch 52 (versorgt Am Kühnsbusch 50+52),gas:1--heating-circuit:1
Bauverein Bergisches Heim,600,Eintrachtstr. 1 (versorfgt Eintrachtstr. 1+3),district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
Bauverein Bergisches Heim,601,Feldstr. 6,gas:1--global-separation-circuit:1--heating-circuit:1
Bauverein Bergisches Heim,602,"Görlitzer Str. 24 a (versorgt Görlitzer Str. 24 f, Kolberger Str. 64+66, Görlitzer Str. 24 g-k)",gas:1--gas:2--gas:3--gas:4--gas:5--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--warm-water:1
Bauverein Bergisches Heim,603,Löwenburgstr. 5 (versorgt Löwenburgstr. 5+7),gas:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
Coastline,351,Boddinstraße 60,gas:1--heat-exchanger:1--heating-circuit:1
Coastline,352,Lüneburger Straße 36,gas:1--empty-pipes:1--down-right-pipes:1--four-way-valve:1--heating-circuit:1--down-left-pipes:1--warm-water:1
DIE EHRENFELDER,326,Äussere Kanalstraße 140,gas:1--gas:2--heat-exchanger:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--warm-water:1--warm-water:2--warm-water:3
DIE EHRENFELDER,328,Goldammerweg 42a,gas:1--gas:2--gas:3--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--heating-circuit:5--warm-water:1
DIE EHRENFELDER,333,Gottfried-Daniels-Str. 37a,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,426,Im Weichserhof 1/Maler-Bock-Gässchen 2 - 50678 Köln,gas:1--gas:2--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--warm-water:1
DIE EHRENFELDER,427,Baadenberger Str. 140,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,428,Görlinger Zentrum 1,district-heating:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,429,Konrad-Adenauer-Str. 28-40,gas:1--gas:2--heating-circuit:1
DIE EHRENFELDER,430,Baadenberger Str. 142-144,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
DIE EHRENFELDER,431,Lenaustr. 7-17,heat-pump:1--heat-pump:2--heat-exchanger:1--gas:1--warm-water:1--buffer-tank:1--heating-circuit:1--heating-circuit:2
DIE EHRENFELDER,432,Gutenbergstraße 27 / Stammstraße 97/97a,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--warm-water:1
DIE EHRENFELDER,433,Subbelrather Str. 300/300A,gas:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,434,Theodor-Heuss-Straße 1,gas:1--gas:2--gas:3--heat-exchanger:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,452,Iltisstraße 122,gas:1--heating-circuit:1--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,453,Iltisstraße 128C,gas:1--heating-circuit:1--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,454,Iltisstraße 18,gas:1--heating-circuit:1--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,455,Iltisstraße 20,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,456,Jakob-Schupp-Straße 22+24,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,457,Simrockstraße 62-66,gas:1--heating-circuit:1--heat-exchanger:1--warm-water:1
DIE EHRENFELDER,545,Simrockstr. 56-60c,gas:1--heat-exchanger:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,546,Ennenstr. 2a,heat-pump:1--buffer-tank:1--heating-circuit:1
DIE EHRENFELDER,547,Graseggerstr. 4,gas:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,548,Rochusstr. 307,gas:1--gas:2--gas:3--global-separation-circuit:1--buffer-tank:1--buffer-tank:2--heating-circuit:1--heating-circuit:2--heating-circuit:3
DIE EHRENFELDER,549,Jüssenstr. 8,gas:1--gas:2--gas:3--global-separation-circuit:1--buffer-tank:1--buffer-tank:2--heating-circuit:1--heating-circuit:2
DIE EHRENFELDER,550,Masiusstraße 8,gas:1--gas:2--gas:3--global-separation-circuit:1--buffer-tank:1--buffer-tank:2--heating-circuit:1--heating-circuit:2
DIE EHRENFELDER,551,Kevelaerer Str. 15,
DIE EHRENFELDER,552,Jüssenstr. 24,
DIE EHRENFELDER,553,Scheidtweiler Str. 40-48,
DIE EHRENFELDER,554,"Schlösserstr. 1-5 , Kleiststr. 3",heat-pump:1--buffer-tank:1--right-down-pipes:1--gas:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
DIE EHRENFELDER,1483,Brentanostr. 1-9,gas:1--heating-circuit:1--buffer-tank:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,1484,Nußbaumerstr. 284-286,
DIE EHRENFELDER,1485,Ballumer Str. 3-13,
DIE EHRENFELDER,1486,Hadersleber Str. 1,gas:1--heating-circuit:1
DIE EHRENFELDER,1487,Takustr. 19+21,gas:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,1488,Kleine Witschgasse 19+ Rheinaustr. 26,district-heating:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,1489,Ennenstr. 9,
DIE EHRENFELDER,1490,Ballumer Str. 4-12,gas:1--heating-circuit:1--heating-circuit:2--warm-water:1
DIE EHRENFELDER,1491,Ballumer Str. 1a,
DIE EHRENFELDER,1492,Nussbaumerstr. 1,gas:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,1493,An der Eiche 9,chp:1--global-separation-circuit:1--heating-circuit:1
DIE EHRENFELDER,1494,Subbelrather Str. 131,
DIE EHRENFELDER,1495,Heidemannstr. 68,
DIE EHRENFELDER,1496,Eichendorffstr. 44,
DIE EHRENFELDER,1497,Vasterstr. 33+35,
DIE EHRENFELDER,1498,Ballumer Str. 2a,
DIE EHRENFELDER,1499,Henriette-Ackermann-Str. 2,gas:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,1500,Margaretastr. 38,
DIE EHRENFELDER,1501,Vastersstr. 23+25,gas:1--global-separation-circuit:1--heating-circuit:1
DIE EHRENFELDER,1502,Rosenstr. 25,gas:1--heating-circuit:1--warm-water:1
DIE EHRENFELDER,1503,Xantener Str. 97,
empact,5,Raderberger Straße 154-160,gas:1--gas:2--down-right-pipes:1--buffer-tank:1--empty-pipes:1--chp:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
BWB,334,Sternstraße 29-31,district-heating:1--heating-circuit:1--buffer-tank:1--warm-water:1
BWB,335,Xantener Str. 7,district-heating:1--buffer-tank:1--heating-circuit:1--heating-circuit:2
BWB,336,Luisenstraße 56 (versorgt Luisenstr. 52-62a),gas:1--heat-exchanger:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
BWB,337,Silcherstraße 23,gas:1--heat-exchanger:1--heating-circuit:1
BWB,338,Am Binnenwasser 7-11,district-heating:1--buffer-tank:1--heating-circuit:1
BWB,370,Sternstraße 33-35,district-heating:1--heating-circuit:1--buffer-tank:1--warm-water:1
BWB,1337,Kronprinzenstr. 100 Tiefgarage,
BWB,1338,Gustav-Poensgen-Str. 25 Keller,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
BWB,1339,Bunsenstr. 16 Dachboden,gas:1--gas:2--gas:3--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
BWB,1340,Brend'amourstr.14,gas:1--global-separation-circuit:1--heating-circuit:1
BWB,1341,Himmelgeisterstr. 145-147,
BWB,1342,Oberkasseler Str. 31,
BWB,1343,Merowingerstr. 104 Heizungskeller,
BWB,1344,Engerstr.10 Keller,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
BWB,1345,Kopernikusstr. 79-83,gas:1--heating-circuit:1
BWB,1346,Schwerinstr. 43 Keller,district-heating:1--buffer-tank:1--heating-circuit:1
BWB,1347,Flurstr. 69 Dachgeschoss,gas:1--global-separation-circuit:1--heating-circuit:1
BWB,1348,"Werstener Feld 29, Dachgeschoss",
BWB,1349,"Kaiserstr. 46, Keller Vordergebäude",district-heating:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--warm-water:1
BWB,1350,Ganghoferstr. 16,
BWB,1351,Erftstr. 29 Dachgeschoss,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1
BWB,1352,Silcherstr. 24,
BWB,1353,Rathenower Str. 29,
BWB,1354,Oberkasseler Straße 41,gas:1--heating-circuit:1
BWB,1355,Rathenower Str. 14,
BWB,1356,Heyestr.72,gas:1--gas:2--heating-circuit:1
BWB,1357,Rathenower Str. 11,gas:1--global-separation-circuit:1--heating-circuit:1
BWB,1358,An der Icklack 11,gas:1--global-separation-circuit:1--heating-circuit:1
BWB,1359,St. Franziskus-Str.151 hinterm Fahrradkeller,gas:1--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
HSG,387,Brillkamp 1-9,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--warm-water:1
HSG,388,Jägerstraße 7-13,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
HSG,389,Fritz-Neubers-Weg 2,district-heating:1--heating-circuit:1
HSG,390,Warnstedtstraße 21-29,gas:1--gas:2--gas:3--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
HSG,391,Hellbrookstraße 15,district-heating:1--heating-circuit:1
HSG,569,Warnstedtstraße 33,gas:1--gas:2--gas:3--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
HSG,641,Berthastr. 6-8,
HSG,1627,Schmüserstraße 16,gas:1--solar-thermal:1--warm-water:1--heating-circuit:1
HSG,1628,Berthastraße 12 (Unterstation),
HSG,1629,Berthastraße 18 (Unterstation),
HSG,1630,Berthastraße 24 (Unterstation),
HSG,1631,Berthastraße 30 (Unterstation),
HSG,1632,Böcklerstraße 2,local-heating-station:1--heating-circuit:1
HSG,1633,Böcklerstraße 4,local-heating-station:1--heating-circuit:1
HSG,1634,Böcklerstraße 8,local-heating-station:1--heating-circuit:1
HSG,1635,Böcklerstraße 12,local-heating-station:1--heating-circuit:1
HSG,1636,Böcklerstraße 16,local-heating-station:1--heating-circuit:1
HSG,1637,Böcklerstraße 20,local-heating-station:1--heating-circuit:1
HSG,1638,Hermelinweg 2,
HSG,1639,Neusurenland 168,
HSG,1640,Walddörferstr. 137,gas:1--heating-circuit:1--warm-water:1
HSG,1641,Kamerstücken 41,
HSG,1724,Cäcilienstraße 8,
HSG,1725,Krohnskamp 75,
HSG,1726,Dorotheenstraße 116,
HSG,1727,Gottschedstr. 25,
SBV,438,An d. Ziegelei 38,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
SBV,439,Peter-Bremer-Straße 6,gas:1--heating-circuit:1
SBV,1935,Elisabeth-Lindner-Str. 1,
SBV,1936,Elisabeth-Lindner-Str. 3a,
SBV,1937,Elisabeth-Lindner-Str. 3,
SBV,1938,Elisabeth-Lindner-Str. 5,
SBV,1939,Am Goldberg 3b,
SBV,1940,Turnplatz 6,
Sahle,414,Stresemannstraße 8,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
Sahle,630,Gescherweg 127,
Liechtenstein Gruppe,440,Porzellangasse 35,district-heating:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heat-exchanger:1--warm-water:1
Creon,533,Methfesselstraße 43,gas:1--gas:2--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--warm-water:1
HOWOGE,349,Rathausstraße 11 C,
HOWOGE,1365,Rathausstraße 12,
WGG,570,Feldstr. 38a,district-heating:1--down-right-pipes:1--heat-exchanger:1--heating-circuit:1--heat-exchanger:2--down-left-pipes:1--warm-water:1
Lava Energy,375,Lindenstr. 8,
Lava Energy,376,Birkenstraße 3,
Lava Energy,377,Glück-Auf-Straße 21,
Lava Energy,378,Glück-Auf-Straße 7,
Lava Energy,379,Südstraße 2,
Lava Energy,380,Am Riehkamp 40,
Lava Energy,381,Am Riehkamp 38,
Lava Energy,382,Glück-Auf-Straße 19,
Lava Energy,383,Birkenstraße 4,
Lava Energy,384,Südstraße 9,
Lava Energy,385,Südstraße 12,
Lava Energy,386,Südstraße 37,
Lava Energy,401,Haslocher Weg 35,
Lava Energy,404,Haslocher Weg 67,
Lava Energy,405,Haslocher Weg 59,
Lava Energy,406,Robert-Bunsen-Weg 42-46,
Lava Energy,407,Robert-Bunsen-Weg 38,
Lava Energy,408,Robert-Bunsen-Weg 26-32,
Lava Energy,409,Haslocher Weg 21-27,
Lava Energy,410,Landsberger Str. 155,
Lava Energy,411,Robert-Bunsen-Weg 18-24,
Lava Energy,412,Robert-Bunsen-Weg 10-16,
Lava Energy,413,Zieglerweg 1-9,
Lava Energy,416,Haslocher Weg 75,
Lava Energy,479,Anna-Theurer-Str. 8,chp:1--buffer-tank:1--gas:1--heating-circuit:1--warm-water:1
Lava Energy,754,Ulmer Straße 325,
Lava Energy,786,Haslocher Weg 49,
BGN,1369,Langenhorster Str. 90-92,
BGN,1370,Josefinenanger 9,
BGN,1371,Josefinenanger 7,
BGN,1372,Josefinenanger 6,
BGN,1373,Ernst-Moritz-Arndt-Str. 1-5,gas:1--heating-circuit:1
BGN,1374,Birther Str 42-46,gas:1--heating-circuit:1
BGN,1375,Birther Str 36-40,
BGN,1376,Birther Str 35,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
BGN,1377,Ahornstr. 19-21,gas:1--heat-exchanger:1--heating-circuit:1
BBU,444,Lentzeallee 107,district-heating:1--heating-circuit:1--heating-circuit:2
GEO,2,Seeweg 14,
GETEC,101,Lincolnstr. 16,
GETEC,102,Neumarkplan 1A,
GETEC,103,Wilhelm-Guddorf-Str. 6,
GETEC,104,Neumarkplan 15C,
GETEC,105,Plonzstr. 2,
GETEC,106,Tangermünder Str. 110,
GETEC,107,Stavanger Str. 9,
GETEC,108,Neumarkplan 13A,
GETEC,109,Neumarkplan 12A,
GETEC,110,Weverstr. 71D,
GETEC,111,Weverstr. 11A,
GETEC,112,Lincolnstr. 48,
GETEC,113,Neumarkplan 14A,
GETEC,114,Armbrustweg 17,
GETEC,115,Klemkestr. 20,
GETEC,116,Breitkopfstr. 103,
GETEC,117,Büchsenweg 19,
GETEC,118,Armbrustweg 15,
GETEC,119,Breitkopfstr. 130,
GETEC,120,Büchsenweg 9,
GETEC,121,Armbrustweg 21,
GETEC,122,Breitkopfstr. 132,
GETEC,123,Grünrockweg 3,
GETEC,124,Grünrockweg 4,
GETEC,125,Armbrustweg 14,
GETEC,126,Lampesteig 11,
GETEC,127,Breitkopfstr. 136,
GETEC,128,Armbrustweg 19,
GETEC,129,Grünrockweg 8,
GETEC,130,Grünrockweg 10,
GETEC,131,Armbrustweg 11,
GETEC,132,Armbrustweg 18,
GETEC,133,Achtermannstr. 45,
GETEC,134,Petzoldtweg 20,
GETEC,135,Wilhelm-Guddorf-Str. 14,
GETEC,136,Lincolnstr. 60,
GETEC,137,Stendaler Str. 142,
GETEC,138,Alfred-Randt-Str. 14,
GETEC,139,Arneburger Str. 7,
GETEC,140,Jerichower Str. 3,
GETEC,141,Aalesunder Str. 9,
GETEC,142,Neumarkplan 10A,
GETEC,143,Aalesunder Str. 10,
GETEC,144,Neumarkplan 9C,
GETEC,145,Götelstr. 99,
GETEC,146,Wachenheimer Weg 8,
GETEC,147,Pistoriusplatz 15,
GETEC,148,Erich-Kurz-Str. 13,
GETEC,149,Neumarkplan 5A,
GETEC,150,Neumarkplan 4C,
GETEC,151,Pistoriusstr. 121,
GETEC,152,Neumarkplan 2A,
GETEC,153,Tangermünder Str. 84,
GETEC,154,Neumarkplan 3A,
GETEC,155,Tangermünder Str. 58,
GETEC,156,Neumarkplan 6B,
GETEC,157,Alfred-Randt-Str. 20,
GETEC,158,Arneburger Str. 4,
GETEC,159,Neumarkplan 8A,
GETEC,160,Tangermünder Str. 3,
GETEC,161,Neumarkplan 7B,
GETEC,162,Jerichower Str. 4,
GETEC,163,Neumarkplan 11C,
GETEC,164,Max-Steinke-Str. 19,
GETEC,165,Lampesteig 1,
GETEC,166,Raoul-Wallenberg-Str. 45,
GETEC,167,Allee der Kosmonauten 117,
GETEC,168,Murtzaner Ring 60,
GETEC,169,Poelchaustr. 32,
GETEC,170,Lossebergplatz 1,
GETEC,171,Salzbrunner Str. 35A,
GETEC,172,An der Kappe 62C,
GETEC,173,Otto-Krüger-Zeile 1,
GETEC,174,Zellerfelder Str. 8B,
GETEC,175,Wattstr. 52,
GETEC,176,Techowpromenade 50,
GETEC,177,Achillesstr. 74,
GETEC,178,Swinemünder Str. 44,
GETEC,179,Mehrower Allee 36,
GETEC,180,Stolzenhagener Str. 7,
GETEC,181,Borkzeile 35D,
GETEC,182,Breitkopfstr. 101,
GETEC,183,Büchsenweg 11,
GETEC,184,Alte Jakobstr. 172,
GETEC,185,Buckower Ring 71,
GETEC,186,Oeynhauser Str. 3,
GETEC,187,Stralsunder Str. 63,
GETEC,188,Armbrustweg 13,
GETEC,189,Röttkenring 32,
GETEC,190,Stendaler Str. 117,
GETEC,191,Johannes-Bobrowski-Str. 15,
GETEC,192,Murtzaner Ring 64,
GETEC,193,Teupitzer Str. 46,
GETEC,194,An der Kappe 65D,
GETEC,195,Zeppelinstr. 78A,
GETEC,196,Bärensteinstr. 4,
GETEC,197,Gudrunstr. 9,
GETEC,198,Residenzstr. 147,
GETEC,199,Klemkestr. 12,
GETEC,200,Buckower Ring 59,
GETEC,201,Breitkopfstr. 121,
GETEC,202,Klemkestr. 16,
GETEC,203,Breitkopfstr. 134,
GETEC,204,Klemkestr. 18,
GETEC,205,Lea-Grundig-Str. 18,
GETEC,206,Murtzaner Ring 34,
GETEC,207,Klemkestr. 17,
GETEC,208,Breitkopfstr. 138,
GETEC,209,Breitkopfstr. 107,
GETEC,210,Grünrockweg 5,
GETEC,211,Am Breiten Luch 44,
GETEC,212,Am Klauswerder 7,
GETEC,213,Poelchaustr. 22,
GETEC,214,Forkenzeile 22,
GETEC,215,Falkenberger Chaussee 18,
GETEC,216,Poelchaustr. 28,
GETEC,217,Falkenberger Chaussee 6B,
GETEC,218,Lampesteig 3,
GETEC,219,Klemkestr. 14,
GETEC,220,Breitkopfstr. 119,
GETEC,221,Klemkestr. 50,
GETEC,222,Murtzaner Ring 26,
GETEC,223,Zum Kappgraben 18,
GETEC,224,Klemkestr. 9,
GETEC,225,An der Kappe 58C,
GETEC,226,Grünrockweg 7,
GETEC,227,Mehrower Allee 50,
GETEC,228,Residenzstr. 143,
GETEC,229,Torstr. 18,
GETEC,230,Teupitzer Str. 30,
GETEC,231,Teupitzer Str. 15,
GETEC,232,An der Kappe 72,
GETEC,233,An der Kappe 61,
GETEC,234,An der Kappe 69D,
GETEC,235,Forkenzeile 7,
GETEC,236,Wuhlestr. 7,
GETEC,237,Zum Kappgraben 16,
GETEC,238,Röttkenring 6,
GETEC,239,Murtzaner Ring 18,
GETEC,240,Murtzaner Ring 8,
GETEC,241,Bärensteinstr. 44,
GETEC,242,Lea-Grundig-Str. 6,
GETEC,243,Achtermannstr. 1,
GETEC,244,Barther Str. 48,
GETEC,245,Murtzaner Ring 16,
GETEC,246,Paracelsusstr. 36,
GETEC,247,Alexandrinenstr. 100,
GETEC,248,Lea-Grundig-Str. 10,
GETEC,249,Blumberger Damm 6,
GETEC,250,Rüdickenstr. 10,
GETEC,251,An der Kappe 81C,
GETEC,252,Achillesstr. 82,
GETEC,253,Murtzaner Ring 22,
GETEC,254,Buckower Ring 79,
GETEC,255,Rosenfelder Str. 20,
GETEC,256,Borner Str. 7,
GETEC,257,Barther Str. 12,
GETEC,258,An der Kappe 56D,
GETEC,259,Bärensteinstr. 42,
GETEC,260,An der Kappe 59,
GETEC,261,Achillesstr. 72,
GETEC,262,Archenholdstr. 46,
GETEC,263,An der Kappe 73D,
GETEC,264,Murtzaner Ring 31,
GETEC,265,Togostr. 25,
GETEC,266,Mentelinstr. 55,
GETEC,267,Residenzstr. 149,
GETEC,268,Klemkestr. 11,
GETEC,269,Breitkopfstr. 105,
GETEC,270,Breitkopfstr. 109,
GETEC,271,Residenzstr. 148,
GETEC,272,Breitkopfstr. 99,
GETEC,273,Armbrustweg 16,
GETEC,274,Klemkestr. 22,
GETEC,275,Barther Str. 58,
GETEC,276,An der Kappe 79,
GETEC,277,An der Kappe 70C,
GETEC,278,Alte Hellersdorfer Str. 138,
GETEC,279,An der Kappe 75C,
GETEC,281,Forkenzeile 11,
GETEC,283,Forkenzeile 13,
GETEC,285,An der Kappe 66A,
GETEC,286,An der Kappe 71D,
GETEC,287,An der Kappe 68C,
GETEC,288,Allee der Kosmonauten 113,
GETEC,289,Mark-Twain-Str. 36,
GETEC,290,Prießnitzstr. 1,
GETEC,291,Klaustaler Str. 20,
GETEC,292,Mark-Twain-Str. 14,
GETEC,293,Mark-Twain-Str. 17,
GETEC,294,Rosenfelder Str. 21,
GETEC,295,Achillesstr. 94,
GETEC,296,Breitkopfstr. 140,
GETEC,297,Forkenzeile 9,
GETEC,298,Barther Str. 30,
GETEC,299,Forkenzeile 17,
GETEC,300,Forkenzeile 26,
GETEC,301,Achillesstr. 96,
GETEC,302,Grünrockweg 6,
GETEC,303,Hildburghauser Str. 29,
GETEC,359,Defreggerstraße 8B,
GETEC,360,Kiefholzstraße 151A,
GETEC,361,Hartriegelstraße 92,
GETEC,362,Hartriegelstraße 106,
GETEC,363,Moosstraße 59,
GETEC,364,Moosstraße 73,
GETEC,365,Oleanderstraße 5,
GETEC,366,"Großbeerenstraße 2-10, Haus 3",
GETEC,368,Zietenstraße 16,
GETEC,395,Zietenstraße 18 / Wago,
GETEC,396,"Reginhardstraße 16, HZ",
GETEC,397,"Reginhardstraße 16, US14",
GETEC,398,Reginhardstraße 22,
GETEC,399,"Großbeerenstraße 2-10, Haus 1",
GETEC,400,"Großbeerenstraße 2-10, Haus 4",
GETEC,435,Nollendorfstraße 2,
GETEC,436,Zietenstraße 18 / II,
GETEC,445,Albert-Einstein-Straße 3,
GETEC,446,Albert-Einstein-Straße 5,
GETEC,447,Albert-Einstein-Straße 7,
GETEC,448,Albert-Einstein-Straße 9,
GETEC,755,Georg-Hermann-Allee 1,
[DEMO ACCOUNT],353,Beckerstraße 33,district-heating:1--heating-circuit:1
[DEMO ACCOUNT],355,Seeweg 17,
[DEMO ACCOUNT],356,Sandstraße 109,
[DEMO ACCOUNT],357,Buchholzer Str. 15,gas:1--global-separation-circuit:1--heating-circuit:1--warm-water:1
[DEMO ACCOUNT],635,Frans-Masereel-Straße 5,
[DEMO ACCOUNT],636,Stresemannstraße 1,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2--warm-water:1
[DEMO ACCOUNT],637,Baadenberger Str. 154,gas:1--gas:2--heat-exchanger:1--heating-circuit:1--heating-circuit:2--heating-circuit:3
Johannes Oetken,347,Bloherfelder Str. 35,gas:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--warm-water:1
Johannes Oetken,348,"Bloherfelder Str. 41 A,B",gas:1--heating-circuit:1--heating-circuit:2--heat-exchanger:1--warm-water:1
Johannes Oetken,422,Am Palstek 2-6,
Johannes Oetken,423,Lindenstraße 67 a-d,
Johannes Oetken,642,Stubbenweg 30,
TAG,1336,Goethestr. 2-28,heat-pump:1--buffer-tank:1--right-down-pipes:1--gas:1--gas:2--global-separation-circuit:1--valves:1--heating-circuit:1--heating-circuit:2
TAG,1504,Eickendorfer Straße 12,
TAG,1505,Carl-Zeiß-Straße 42,district-heating:1--heating-circuit:1--warm-water:1
TAG,1506,Reppnersche Straße 40,
TAG,1507,Rektor-Doelle-Str. 25A,
Erftsiedlungsgenossenschaft Gindorf,702,Burgstraße 16,gas:1--heat-pump:1--right-down-pipes:1--global-separation-circuit:1--buffer-tank:1--heating-circuit:1
Erftsiedlungsgenossenschaft Gindorf,703,Auf dem Wiler 22,gas:1--buffer-tank:1--heating-circuit:1--heating-circuit:2
Erftsiedlungsgenossenschaft Gindorf,704,Cyriakusstraße 8,gas:1--buffer-tank:1--heating-circuit:1--heating-circuit:2--warm-water:1
Erftsiedlungsgenossenschaft Gindorf,705,Im Pfarrgarten 3,
Erftsiedlungsgenossenschaft Gindorf,706,Am flachen Broich 6,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--heating-circuit:2
Erftsiedlungsgenossenschaft Gindorf,707,Mittelstraße 72,gas:1--heat-exchanger:1--heating-circuit:1
rwb,514,Clausthaler Str. 23,gas:1--heat-exchanger:1--heating-circuit:1
rwb,515,Hahnenkleestr. 9,gas:1--heat-exchanger:1--heating-circuit:1
rwb,516,Clausthaler Str. 25,gas:1--heat-exchanger:1--heating-circuit:1--heating-circuit:2
rwb,517,Biegerfelder Weg 42,district-heating:1--heating-circuit:1
rwb,518,Peschenstr. 17,district-heating:1--heating-circuit:1
rwb,519,Unterbacher Str. 6,gas:1--gas:2--heating-circuit:1--heating-circuit:2
rwb,520,Pattscheider Str.56,gas:1--global-separation-circuit:1--heating-circuit:1
rwb,521,Straßburger Str. 10,gas:1--gas:2--global-separation-circuit:1--heating-circuit:1--warm-water:1
rwb,522,Lüderitzstr. 25a,district-heating:1--heating-circuit:1--warm-water:1
rwb,523,"Lüderitzstr. 47, 47a",gas:1--gas:2--gas:3--heating-circuit:3--solar-thermal:1--buffer-tank:1--heating-circuit:1--heating-circuit:2--warm-water:1
rwb,524,Wupperstr. 44,district-heating:1--heating-circuit:1--heating-circuit:2
rwb,525,Josef-Maria-Olbrich-Str. 28,district-heating:1--solar-thermal:1--buffer-tank:1--heating-circuit:1--heating-circuit:2--warm-water:1
rwb,526,Pariser Straße 97,district-heating:1--heating-circuit:1--heating-circuit:2--heating-circuit:3--heating-circuit:4--heating-circuit:5
